timestamp,name,email,url,variant,status
2026-05-30T20:17:02.069726,NOLA Electric LLC - Baton Rouge - Electrician,office@nolaelectricco.com,https://www.nolaelectricalservices.com,A,sent
2026-05-30T20:17:08.427975,Uber Energy,ph@uber.energy,http://www.uber.energy,C,sent
2026-05-30T20:17:15.513384,SunFarm Energy,nathan@sunfarmenergy.net,https://sunfarmenergy.net,A,sent
2026-05-30T20:17:20.975696,ALL-STAR ELECTRIC & MAINTENANCE,allstarelectric7@gmail.com,http://all-starelectric.net,C,sent
2026-05-30T20:17:27.420070,Vinco,info@vinco-inc.com,https://www.vinco-inc.com,A,sent
2026-05-30T20:17:32.979647,EV CHARGERS,jake@evchargersmi.com,https://www.evchargersmi.com,C,sent
2026-05-30T20:17:39.763760,"Mariano Construction, Inc.",bmariano@mciweb.org,https://marianoenterprises.com,A,sent
2026-05-30T20:17:47.369156,ALL-STAR ELECTRIC & MAINTENANCE,info@all-starelectric.net,http://all-starelectric.net,C,sent
2026-05-30T20:17:53.393538,Alpha Electrical Services LLC,alphaelectricalservicesllc@gmail.com,http://alphaelectricalservices.us,A,sent
2026-05-30T20:17:59.297542,Colonial Electric inc,admin@colonial-electric.com,http://colonial-electric.com,C,sent
2026-05-30T20:18:05.249837,Confluence Electric,service@confluence.llc,https://confluenceelectricllc.godaddysites.com,A,sent
2026-05-30T20:18:11.674335,American Electric Co,gethelp@americanelectricalco.com,https://americanelectricalco.com,C,sent
2026-05-30T20:18:17.205373,Energy New England,devon.tremont@utilitysvcs.com,https://ene.org,A,sent
2026-05-30T20:18:24.285596,Jones Contracting,josh@jonescontractingga.com,https://www.jonescontractingga.com,C,sent
2026-05-30T20:18:31.025781,IRBIS Air Plumbing Electrical,consult@mail.com,https://www.irbishvac.com,A,sent
2026-05-30T20:18:37.678061,Amp Up California,your@company.com,http://ampupcalifornia.com,C,sent
2026-05-30T20:18:44.347794,RD Power Solutions Inc.,roman.dennis@rdpowersolutions.com,http://www.rdpowersolutions.com,A,sent
2026-05-30T20:18:51.186349,Gorjanc Home Services,phil@gorjanc.com,https://www.gorjanc.com,C,sent
2026-05-30T20:18:57.106782,Evans Electric & Outdoor Lighting LLC,tyler@evanslandscapelighting.com,https://evanslandscapelighting.com,A,sent
2026-05-30T20:19:01.914597,Manik Electric,info@manikelectric.com,https://www.manikelectric.com,C,sent
2026-05-30T20:19:08.552257,Electric Brothers,info@electricbro.com,https://electricbro.com,A,sent
2026-05-30T20:19:14.837804,MBI Plus Electric Inc,mbiadmin@mbipluselectric.com,http://mbipluselectric.com,C,sent
2026-05-30T20:19:21.786300,Premier Energy Solutions Inc.,office@gopremierenergy.com,https://gopremierenergy.com,A,sent
2026-05-30T20:19:28.640248,North Coast Solar,info@michigansolarsolutions.com,https://www.northcoast-homeservices.com,C,sent
2026-05-30T20:19:33.793478,"Reliable Electric, Inc.",jenym@reliableelectric.biz,https://reliableelectric.biz,A,sent
2026-05-30T20:19:38.820451,Bull Shoals Electric L.L.C,admin@bullshoalselectric.com,http://bullshoalselectric.com,C,sent
2026-05-30T20:19:43.171206,"Talco Electrical Construction, Inc.",info@talcoelectric.com,http://talcoelectric.com,A,sent
2026-05-30T20:19:47.315022,Eggers Electric,info@eggerselectric.com,https://www.eggerselectric.com,C,sent
2026-05-30T20:19:53.310073,Blue Diamond Electric,bdelectricnc@gmail.com,https://www.bluediamondelectricnc.com,A,sent
2026-05-30T20:20:00.234625,O'Neill Electric Inc.,scheduling@oneillelectricmn.com,http://www.oneillelectricmn.com,C,sent
2026-05-30T20:20:05.714187,Gyer Power Systems,admin@gyerpowersystems.com,https://gyerpowersystems.com,A,sent
2026-05-30T20:20:11.236054,Venture Electric,johnhamby4@aol.com,https://ventureelectric.com,C,sent
2026-05-30T20:20:15.864886,Auto Charge Pros,service@autochargepros.com,https://www.autochargepros.com,A,sent
2026-05-30T20:20:21.825822,J.O.M. Electric LLC,joshuaminuni@yahoo.com,http://jomelectric.com,C,sent
2026-05-30T20:20:26.380217,Accu-Mark Electric Inc,accumarkelectric@hotmail.com,http://www.accumarkelectric.com,A,sent
2026-05-30T20:20:30.800386,High Class Electric LLC,highclasselectric@gmail.com,https://www.highclasselectric.com,C,failed
2026-05-30T20:20:37.002185,"ElecTek, Inc.",trish@electekinc.com,https://electekinc.com,A,sent
2026-05-30T20:20:43.395077,Paulson Electric Co,abach@paulsonelectric.com,http://www.paulsonelectric.com,C,sent
2026-05-30T20:20:55.906242,All Star Electric,info@allstarelectric-sa.com,https://www.allstarelectric-sa.com,A,sent
2026-05-30T20:21:01.730726,Three or Free Electric,contact@3orfreeelectric.com,https://3orfreeelectric.com,C,failed
2026-05-30T20:21:06.106378,Chamberlin Electric,billd@chamberlinelectric.comsales,http://chamberlinelectric.com,A,sent
2026-05-30T20:21:11.547704,G.E. Smith Electric Inc.,gary@gesmithelectric.com,https://www.gesmithelectric.com,C,sent
2026-05-30T20:21:17.727360,DCP Electric,you@email.com,https://dcpelectric.com,A,sent
2026-05-30T20:21:22.754283,Middlebury Electric Inc,jason@midelectric.com,http://www.midelectric.com,C,failed
2026-05-30T20:21:27.028774,Meer Electric,info@meerelectric.com,http://www.meerelectric.com,A,sent
2026-05-30T20:21:33.871774,Williams Electric Service & Generators,ar@wesgtville.com,http://wesgenerators.com,C,sent
2026-05-30T20:21:40.449425,"Danley 911 Home Services Heating, Cooling, Plumbing & Electrical",service@danley911.com,https://danley911.com,A,sent
2026-05-30T20:21:46.239704,Mick's Electric Inc,laura@mickselectric.com,http://www.mickselectric.com,C,sent
2026-05-30T20:21:51.542774,As You Wish Electric,info@asyouwishelectric.com,https://asyouwishelectric.com,A,failed
2026-05-30T20:21:56.133955,The Electrician Delaware,john@theelectriciande.com,https://theelectriciande.com,C,failed
2026-05-30T20:27:07.412032,2 Live Wires,info@2livewires.com,http://www.2livewires.com,A,sent
2026-05-30T20:27:12.894467,A-1 Mechanical & Electric,service@a-1mechanical.com,https://www.a-1mechanical.com,C,sent
2026-05-30T20:27:17.820954,AAB Electric,aabelectric1675@gmail.com,http://aab-electric.com,A,sent
2026-05-30T20:27:31.144296,1895 Electric,info@1895electric.com,https://1895electric.com,C,sent
2026-05-30T20:27:36.383861,A K ELECTRIC INC,ake53@aol.com,https://www.akelectricnj.com,A,sent
2026-05-30T20:27:40.754846,"ABC Electric Company, inc.",info@abcelectric.net,https://www.abcelectric.net,C,sent
2026-05-30T20:27:48.019535,17th Street Automotive,mgr@17.hrcoxmail.com,https://17thstreetauto.com,A,sent
2026-05-30T20:27:58.321050,3 Sons Electric LLC,3sonselectricllc@gmail.com,https://www.3sonselectricllc.com,C,sent
2026-05-30T20:28:03.949307,A Phase Electric LLC,jonpinhorn.typedesign@gmail.com,https://apelectric-llc.com,A,sent
2026-05-30T20:28:09.147316,"A.C. Scott Electric Company, Inc.",troberto@acscottelectric.com,http://acscottelectric.com,C,sent
2026-05-30T20:28:25.851055,3rd Eye Surveillence,rebecca@growthconsultant.pro,https://ocalasecuritysystems.com,A,sent
2026-05-30T20:28:44.416191,A-Wye Electric,jameslwelshons@gmail.com,https://awyeelectric.com,C,sent
2026-05-30T20:29:00.204147,A & M Electric Inc.,info@a-melectricinc.com,https://a-melectricinc.com,A,failed
2026-05-30T20:29:15.495642,828 Electric Llc,r828electric@outlook.com,https://828electricep.com,C,failed
2026-05-30T20:29:32.364549,A K ELECTRIC INC,john@smith.com,https://www.akelectricnj.com,A,failed
2026-05-30T20:29:44.244765,7 Electric,info@7-electric.com,http://www.7-electric.com,C,sent
2026-05-30T20:29:50.928861,"ABE's Electric, Inc.",contact@abeselectric.com,https://www.abeselectric.com,A,sent
2026-05-30T20:30:03.587575,A Phase Electric LLC,amkryukov@gmail.com,https://apelectric-llc.com,C,sent
2026-05-30T20:30:10.317359,AC Electric LLC,acelectriclightingthefuture@gmail.com,https://www.acelectriclighting.com,A,sent
2026-05-30T20:30:22.341855,A M Electric Inc,info@amelectricservice.com,https://www.amelectricservice.com,C,sent
2026-05-30T20:30:33.316028,717 Home Comfort,derek@717homecomfort.com,http://www.717homecomfort.com,A,sent
2026-05-30T20:30:51.597404,"A Shore Thing Electric, LLC",ashorethingelectricllc@gmail.com,http://ashorethingelectricllc.com,C,sent
2026-05-30T20:31:03.550297,3CAB ELECTRIC INC. Lic. 1118756,jmcerna@3cabelectricinc.com,https://www.jmcerna-3cabelectricinc.com,A,sent
2026-05-30T20:31:18.891914,93 ELECTRIC,93electricx@gmail.com,http://www.93electric.com,C,failed
2026-05-30T20:31:33.808622,24 Electric Service Inc,24electricservice@gmail.com,https://24electricservice.com,A,failed
2026-05-30T20:31:48.897243,A Wilkins Electric,awilkinselectric@comcast.net,https://www.awilkinselectric.net,C,failed
2026-05-30T20:32:00.217650,A-Pro Electric Inc.,office@aproelectricinc.com,http://aproelectricinc.com,A,sent
2026-05-30T20:32:16.393152,A-EV Installs,team@latofonts.com,https://ev-installs.com,C,sent
2026-05-30T20:32:30.773830,2 Live Wires,2livewires18@gmail.com,http://www.2livewires.com,A,failed
2026-05-30T20:32:47.687751,27 West Electric Inc.,info@ndiscovered.com,https://27westelectric.com,C,failed
2026-05-30T20:32:54.744808,"A & G ELECTRIC, LLC",frontdesk@ag-electric.com,http://ag-electric.com,A,sent
2026-05-30T20:33:11.610243,A J Leo Electric,info@ajleo.com,http://ajleo.com,C,sent
2026-05-30T20:33:27.984602,3rd Eye Surveillence,contact@3rdeyesurveillence.com,https://ocalasecuritysystems.com,A,failed
2026-05-30T20:33:44.826627,A-1 Electric,milenabbrandao@gmail.com,https://a1electricnm.com/contact-info,C,failed
2026-05-30T20:34:02.258970,24 Hr Valleywide Electric LLC,24hrvalleywideelectric@gmail.com,http://24hrvalleywideelectric.com,A,failed
2026-05-30T20:34:18.761079,"A Accurate Electric, Inc.",aaccurate@comcast.net,http://alsacelectric.com,C,failed
2026-05-30T20:34:34.632620,120 Electric,info@indiantypefoundry.com,https://www.120electricfl.com,A,failed
2026-05-30T20:34:52.159706,3CG Electric,contact@3cgelectric.com,https://www.3cgelectric.com,C,failed
2026-05-30T20:35:09.692245,A-EV Installs,impallari@gmail.com,https://ev-installs.com,A,failed
2026-05-30T20:35:25.984319,47E Custom Electrical & Energy,office@47energy.com,https://www.47energy.com,C,failed
2026-05-30T20:35:41.228876,AC Electric LLC,info@acelectriclighting.com,https://www.acelectriclighting.com,A,failed
2026-05-30T20:35:57.850710,A.F. Smith Electric Inc.,info@afsmith.com,http://www.afsmith.com,C,failed
2026-05-30T20:36:14.963754,A-1 Mechanical & Electric,info@a-1mechanical.com,https://www.a-1mechanical.com,A,failed
2026-05-30T20:36:30.481643,"ABC Electric Company, inc.",dond@abcelectric.net,https://www.abcelectric.net,C,failed
2026-05-30T20:36:46.964259,27 West Electric Inc.,jerald@27westelectric.com,https://27westelectric.com,A,failed
2026-05-30T20:37:03.079066,A J Leo Electric,amy@ajleo.com,http://ajleo.com,C,failed
